,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Hepatitis A,abdominal_pain,sweating,fatigue,dizziness
Alcoholic hepatitis,obesity,weight_loss,cough,spotting_urination
Paralysis (brain hemorrhage),cough,anxiety,dark_urine,indigestion
Tuberculosis,weakness_in_limbs,chills,itching,family_history
Hepatitis E,excessive_hunger,sweating,neck_pain,weight_gain
Hepatitis A,dark_urine,chills,high_fever,continuous_sneezing
Hepatitis C,fatigue,altered_sensorium,cold_hands_and_feets,cramps
Dengue,spotting_urination,sweating,abdominal_pain,anxiety
Cervical spondylosis,acidity,indigestion,constipation,burning_micturition
Chronic cholestasis,bloody_stool,obesity,neck_pain,headache
Hepatitis B,dark_urine,stomach_pain,swelling_of_stomach,skin_rash
Hypothyroidism,weight_gain,spotting_urination,chest_pain,headache
Alcoholic hepatitis,distention_of_abdomen,nodal_skin_eruptions,weakness_in_limbs,abdominal_pain
Cervical spondylosis,mood_swings,swelling_of_stomach,abdominal_pain,loss_of_appetite
Varicose veins,joint_pain,weight_loss,family_history,anxiety
Hypertension,bruising,joint_pain,excessive_hunger,vomiting
Typhoid,chills,high_fever,stomach_pain,distention_of_abdomen
Chicken pox,swelling_of_stomach,bloody_stool,excessive_hunger,constipation
Migraine,dark_urine,mood_swings,sweating,shivering
Jaundice,weight_loss,loss_of_appetite,distention_of_abdomen,cramps
Hepatitis A,chest_pain,pain_in_anal_region,mood_swings,restlessness
Chicken pox,weakness_in_limbs,weight_gain,cough,obesity
Diabetes,high_fever,dischromic_patches,cramps,altered_sensorium
Drug Reaction,high_fever,yellowish_skin,family_history,watering_from_eyes
Alcoholic hepatitis,indigestion,anxiety,chest_pain,dischromic_patches
Bronchial Asthma,stomach_pain,yellowish_skin,mood_swings,chest_pain
Heart attack,acidity,cold_hands_and_feets,cramps,abdominal_pain
Migraine,pain_during_bowel_movements,shivering,breathlessness,mood_swings
Migraine,cold_hands_and_feets,altered_sensorium,dischromic_patches,itching
Dimorphic hemmorhoids(piles),fatigue,nausea,constipation,pain_during_bowel_movements
Hypertension,back_pain,constipation,ulcers_on_tongue,breathlessness
Peptic ulcer disease,stomach_pain,weakness_of_one_body_side,dizziness,altered_sensorium
Pneumonia,headache,dizziness,high_fever,lethargy
Fungal infection,nodal_skin_eruptions,blurred_and_distorted_vision,yellowish_skin,swelling_of_stomach
Hepatitis E,itching,cold_hands_and_feets,constipation,bruising
Hypoglycemia,yellowish_skin,skin_rash,dark_urine,itching
Malaria,loss_of_appetite,yellowing_of_eyes,weight_loss,anxiety
Gastroenteritis,chills,lethargy,family_history,weakness_in_limbs
Hepatitis A,ulcers_on_tongue,continuous_sneezing,irritation_in_anus,nodal_skin_eruptions
Hepatitis A,weight_gain,cough,swelling_of_stomach,indigestion
Hypoglycemia,mood_swings,dizziness,dark_urine,stomach_pain
Hepatitis C,breathlessness,weight_loss,constipation,yellowish_skin
Hypertension,bloody_stool,headache,skin_rash,loss_of_appetite
Jaundice,swelling_of_stomach,stomach_pain,nausea,skin_rash
Hyperthyroidism,ulcers_on_tongue,watering_from_eyes,restlessness,abdominal_pain
GERD,lethargy,altered_sensorium,spotting_urination,pain_during_bowel_movements
Chronic cholestasis,neck_pain,dischromic_patches,joint_pain,chills
Allergy,dischromic_patches,yellowing_of_eyes,watering_from_eyes,chest_pain
Dimorphic hemmorhoids(piles),lethargy,watering_from_eyes,excessive_hunger,spotting_urination
Varicose veins,yellowing_of_eyes,acidity,nausea,dark_urine
Fungal infection,anxiety,chest_pain,joint_pain,chills
Hypoglycemia,fatigue,weakness_of_one_body_side,neck_pain,yellowing_of_eyes
Gastroenteritis,chest_pain,bruising,chills,family_history
Diabetes,weight_gain,watering_from_eyes,pain_in_anal_region,chills
Hypothyroidism,yellowish_skin,neck_pain,pain_during_bowel_movements,spotting_urination
Hypoglycemia,yellowish_skin,weight_loss,abdominal_pain,chest_pain
Typhoid,ulcers_on_tongue,nodal_skin_eruptions,excessive_hunger,breathlessness
Paralysis (brain hemorrhage),yellowing_of_eyes,high_fever,mood_swings,burning_micturition
Fungal infection,itching,joint_pain,shivering,watering_from_eyes
Hypothyroidism,acidity,shivering,pain_during_bowel_movements,family_history
Drug Reaction,swelling_of_stomach,chills,spotting_urination,sweating
Jaundice,cough,weight_gain,spotting_urination,dischromic_patches
AIDS,irritation_in_anus,vomiting,cramps,nodal_skin_eruptions
Typhoid,restlessness,bloody_stool,dark_urine,cold_hands_and_feets
Pneumonia,distention_of_abdomen,watering_from_eyes,chills,obesity
GERD,itching,obesity,stomach_pain,joint_pain
Hypertension,mood_swings,weight_loss,loss_of_balance,weakness_of_one_body_side
Dengue,swelling_of_stomach,shivering,restlessness,irritation_in_anus
Hepatitis C,vomiting,watering_from_eyes,headache,cough
Dengue,bruising,lethargy,yellowing_of_eyes,obesity
Varicose veins,bloody_stool,chest_pain,sweating,ulcers_on_tongue
Diabetes,stomach_pain,yellowing_of_eyes,swelling_of_stomach,dischromic_patches
Hypertension,chills,chest_pain,weakness_in_limbs,high_fever
Dimorphic hemmorhoids(piles),vomiting,weakness_of_one_body_side,lethargy,pain_during_bowel_movements
Hepatitis D,weakness_of_one_body_side,skin_rash,cramps,dark_urine
Gastroenteritis,high_fever,breathlessness,watering_from_eyes,chest_pain
Dimorphic hemmorhoids(piles),nodal_skin_eruptions,continuous_sneezing,spotting_urination,sweating
Hepatitis B,itching,abdominal_pain,cramps,dark_urine
Hypoglycemia,pain_during_bowel_movements,distention_of_abdomen,back_pain,swelling_of_stomach
Jaundice,joint_pain,cramps,mood_swings,indigestion
Hypoglycemia,yellowing_of_eyes,weakness_of_one_body_side,chills,dizziness
Malaria,high_fever,weight_loss,joint_pain,dark_urine
Alcoholic hepatitis,acidity,bruising,irritation_in_anus,excessive_hunger
Chronic cholestasis,itching,sweating,ulcers_on_tongue,family_history
Varicose veins,obesity,breathlessness,cramps,ulcers_on_tongue
Drug Reaction,constipation,breathlessness,cold_hands_and_feets,burning_micturition
Hepatitis C,fatigue,dischromic_patches,family_history,loss_of_appetite
Alcoholic hepatitis,headache,irritation_in_anus,burning_micturition,shivering
Heart attack,loss_of_balance,bloody_stool,back_pain,shivering
Hypothyroidism,loss_of_balance,cold_hands_and_feets,watering_from_eyes,breathlessness
Allergy,chills,headache,chest_pain,nodal_skin_eruptions
Fungal infection,irritation_in_anus,shivering,pain_in_anal_region,neck_pain
Hepatitis A,family_history,excessive_hunger,nausea,sweating
Heart attack,mood_swings,restlessness,irritation_in_anus,dischromic_patches
Jaundice,obesity,cough,mood_swings,excessive_hunger
Varicose veins,abdominal_pain,joint_pain,restlessness,loss_of_balance
Diabetes,chills,constipation,joint_pain,loss_of_appetite
Fungal infection,mood_swings,weight_loss,bruising,altered_sensorium
Typhoid,excessive_hunger,indigestion,restlessness,yellowing_of_eyes
AIDS,nodal_skin_eruptions,ulcers_on_tongue,breathlessness,stomach_pain
Common Cold,chills,spotting_urination,weakness_of_one_body_side,yellowish_skin
Cervical spondylosis,watering_from_eyes,obesity,headache,nausea
Heart attack,irritation_in_anus,pain_in_anal_region,yellowish_skin,abdominal_pain
Hepatitis C,chills,constipation,chest_pain,nodal_skin_eruptions
Diabetes,pain_during_bowel_movements,loss_of_balance,cough,joint_pain
Hyperthyroidism,stomach_pain,breathlessness,itching,indigestion
Chronic cholestasis,excessive_hunger,dizziness,bruising,weakness_in_limbs
Varicose veins,family_history,pain_during_bowel_movements,vomiting,yellowing_of_eyes
Migraine,swelling_of_stomach,irritation_in_anus,stomach_pain,chills
Alcoholic hepatitis,joint_pain,neck_pain,cold_hands_and_feets,family_history
Alcoholic hepatitis,chest_pain,neck_pain,yellowing_of_eyes,constipation
Malaria,fatigue,headache,mood_swings,weight_gain
Dimorphic hemmorhoids(piles),bloody_stool,stomach_pain,chest_pain,neck_pain
Hyperthyroidism,anxiety,bruising,yellowing_of_eyes,excessive_hunger
Hepatitis B,abdominal_pain,distention_of_abdomen,excessive_hunger,altered_sensorium
Paralysis (brain hemorrhage),yellowish_skin,nausea,weakness_of_one_body_side,abdominal_pain
Typhoid,dark_urine,weight_loss,stomach_pain,abdominal_pain
Migraine,family_history,blurred_and_distorted_vision,yellowing_of_eyes,altered_sensorium
Hepatitis B,abdominal_pain,watering_from_eyes,constipation,weight_loss
Varicose veins,weakness_in_limbs,back_pain,joint_pain,abdominal_pain
Common Cold,dark_urine,distention_of_abdomen,bruising,blurred_and_distorted_vision
Typhoid,obesity,dizziness,bloody_stool,itching
Hypoglycemia,chills,skin_rash,lethargy,acidity
Chronic cholestasis,joint_pain,dischromic_patches,yellowish_skin,fatigue
Hypertension,weight_gain,dark_urine,spotting_urination,acidity
Chronic cholestasis,yellowing_of_eyes,pain_in_anal_region,weight_gain,nausea
GERD,weight_loss,irritation_in_anus,loss_of_balance,chills
Jaundice,distention_of_abdomen,sweating,excessive_hunger,lethargy
Malaria,family_history,pain_in_anal_region,bloody_stool,yellowing_of_eyes
Typhoid,yellowing_of_eyes,joint_pain,dischromic_patches,lethargy
Alcoholic hepatitis,chest_pain,pain_in_anal_region,dark_urine,cold_hands_and_feets
Chronic cholestasis,itching,distention_of_abdomen,spotting_urination,yellowish_skin
Dimorphic hemmorhoids(piles),bruising,loss_of_appetite,altered_sensorium,abdominal_pain
Hepatitis E,constipation,weakness_in_limbs,blurred_and_distorted_vision,distention_of_abdomen
Cervical spondylosis,pain_during_bowel_movements,swelling_of_stomach,yellowish_skin,weight_gain
Dimorphic hemmorhoids(piles),vomiting,dark_urine,continuous_sneezing,distention_of_abdomen
Hyperthyroidism,watering_from_eyes,lethargy,nodal_skin_eruptions,dizziness
Dengue,excessive_hunger,spotting_urination,stomach_pain,ulcers_on_tongue
Chicken pox,itching,mood_swings,cough,abdominal_pain
Bronchial Asthma,nodal_skin_eruptions,acidity,cold_hands_and_feets,neck_pain
Chronic cholestasis,pain_during_bowel_movements,altered_sensorium,weakness_of_one_body_side,bruising
Hepatitis A,breathlessness,pain_in_anal_region,back_pain,excessive_hunger
Hepatitis D,continuous_sneezing,pain_in_anal_region,abdominal_pain,cold_hands_and_feets
Hypoglycemia,loss_of_appetite,vomiting,indigestion,continuous_sneezing
Hyperthyroidism,ulcers_on_tongue,chest_pain,blurred_and_distorted_vision,headache
Peptic ulcer disease,weight_loss,loss_of_appetite,nausea,joint_pain
Hepatitis C,mood_swings,restlessness,weight_gain,nausea
Hypoglycemia,high_fever,excessive_hunger,irritation_in_anus,constipation
Fungal infection,watering_from_eyes,joint_pain,weight_loss,loss_of_balance
Malaria,sweating,weakness_of_one_body_side,burning_micturition,nodal_skin_eruptions
Hepatitis B,lethargy,pain_in_anal_region,watering_from_eyes,spotting_urination
Typhoid,skin_rash,indigestion,irritation_in_anus,pain_during_bowel_movements
Hepatitis E,family_history,bloody_stool,loss_of_balance,breathlessness
GERD,weight_gain,sweating,yellowish_skin,cold_hands_and_feets
Hyperthyroidism,shivering,chills,ulcers_on_tongue,pain_during_bowel_movements
Fungal infection,altered_sensorium,continuous_sneezing,nausea,joint_pain
Paralysis (brain hemorrhage),cramps,dark_urine,dizziness,bruising
AIDS,nausea,blurred_and_distorted_vision,bruising,yellowing_of_eyes
Pneumonia,sweating,irritation_in_anus,continuous_sneezing,distention_of_abdomen
Bronchial Asthma,skin_rash,cough,abdominal_pain,mood_swings
GERD,shivering,continuous_sneezing,dischromic_patches,vomiting
Chicken pox,excessive_hunger,continuous_sneezing,back_pain,irritation_in_anus
Jaundice,spotting_urination,chest_pain,lethargy,loss_of_balance
Tuberculosis,dizziness,cold_hands_and_feets,skin_rash,lethargy
Diabetes,blurred_and_distorted_vision,itching,sweating,swelling_of_stomach
Drug Reaction,constipation,distention_of_abdomen,weakness_in_limbs,nodal_skin_eruptions
Drug Reaction,weight_loss,family_history,chills,weight_gain
Hepatitis A,neck_pain,shivering,weight_gain,constipation
Dimorphic hemmorhoids(piles),lethargy,headache,irritation_in_anus,joint_pain
Allergy,high_fever,ulcers_on_tongue,blurred_and_distorted_vision,loss_of_appetite
Gastroenteritis,distention_of_abdomen,headache,pain_in_anal_region,bloody_stool
Typhoid,altered_sensorium,acidity,anxiety,dark_urine
Hepatitis E,itching,excessive_hunger,cramps,acidity
Diabetes,nodal_skin_eruptions,itching,back_pain,neck_pain
Tuberculosis,blurred_and_distorted_vision,excessive_hunger,shivering,anxiety
Paralysis (brain hemorrhage),distention_of_abdomen,swelling_of_stomach,weight_loss,nausea
Common Cold,sweating,obesity,family_history,acidity
Hypertension,vomiting,loss_of_appetite,weakness_of_one_body_side,bruising
Chicken pox,yellowish_skin,watering_from_eyes,vomiting,joint_pain
Chronic cholestasis,obesity,constipation,excessive_hunger,cough
Drug Reaction,weight_gain,joint_pain,continuous_sneezing,spotting_urination
AIDS,yellowish_skin,swelling_of_stomach,weakness_in_limbs,breathlessness
Hepatitis C,weight_loss,stomach_pain,joint_pain,sweating
Malaria,chills,weight_gain,weakness_of_one_body_side,continuous_sneezing
Cervical spondylosis,cold_hands_and_feets,breathlessness,loss_of_balance,mood_swings
Hepatitis A,yellowing_of_eyes,weakness_in_limbs,acidity,back_pain
Hepatitis E,bloody_stool,cold_hands_and_feets,dizziness,ulcers_on_tongue
Fungal infection,cold_hands_and_feets,burning_micturition,pain_in_anal_region,loss_of_appetite
Pneumonia,fatigue,bruising,restlessness,stomach_pain
Hepatitis C,high_fever,cough,loss_of_balance,weight_loss
Hepatitis A,breathlessness,excessive_hunger,chills,vomiting
Peptic ulcer disease,bruising,fatigue,obesity,irritation_in_anus
Gastroenteritis,blurred_and_distorted_vision,yellowish_skin,spotting_urination,swelling_of_stomach
Drug Reaction,swelling_of_stomach,continuous_sneezing,skin_rash,obesity
Hyperthyroidism,altered_sensorium,skin_rash,irritation_in_anus,weakness_in_limbs
Tuberculosis,pain_during_bowel_movements,weakness_in_limbs,nausea,nodal_skin_eruptions
Chicken pox,blurred_and_distorted_vision,high_fever,sweating,pain_during_bowel_movements
Bronchial Asthma,restlessness,headache,loss_of_appetite,pain_during_bowel_movements
Typhoid,stomach_pain,cough,family_history,shivering
Tuberculosis,restlessness,family_history,itching,joint_pain
Malaria,obesity,bloody_stool,weakness_of_one_body_side,dark_urine
Hypertension,constipation,family_history,stomach_pain,loss_of_balance
Hypertension,vomiting,back_pain,joint_pain,cramps
Bronchial Asthma,distention_of_abdomen,swelling_of_stomach,high_fever,weight_loss
GERD,loss_of_appetite,constipation,breathlessness,continuous_sneezing
Chicken pox,restlessness,loss_of_appetite,nodal_skin_eruptions,joint_pain
Paralysis (brain hemorrhage),indigestion,pain_in_anal_region,restlessness,lethargy
Varicose veins,cough,nodal_skin_eruptions,sweating,cold_hands_and_feets
AIDS,abdominal_pain,indigestion,altered_sensorium,bruising
Dengue,bruising,distention_of_abdomen,spotting_urination,weakness_in_limbs
Migraine,lethargy,sweating,restlessness,weakness_in_limbs
Drug Reaction,indigestion,spotting_urination,lethargy,loss_of_appetite
Hypoglycemia,headache,weight_loss,irritation_in_anus,cramps
Hepatitis D,breathlessness,pain_in_anal_region,high_fever,neck_pain
Fungal infection,family_history,stomach_pain,loss_of_balance,ulcers_on_tongue
Jaundice,continuous_sneezing,family_history,sweating,fatigue
Paralysis (brain hemorrhage),acidity,vomiting,ulcers_on_tongue,restlessness
Diabetes,joint_pain,loss_of_appetite,chest_pain,bloody_stool
Hepatitis C,swelling_of_stomach,watering_from_eyes,high_fever,dark_urine
Varicose veins,high_fever,nausea,weakness_in_limbs,ulcers_on_tongue
Common Cold,skin_rash,burning_micturition,nodal_skin_eruptions,stomach_pain
Hypertension,stomach_pain,altered_sensorium,family_history,nodal_skin_eruptions
Bronchial Asthma,dischromic_patches,ulcers_on_tongue,spotting_urination,vomiting
Hypoglycemia,headache,neck_pain,back_pain,altered_sensorium
Allergy,swelling_of_stomach,joint_pain,irritation_in_anus,weight_gain
Peptic ulcer disease,nausea,loss_of_balance,neck_pain,high_fever
Varicose veins,ulcers_on_tongue,loss_of_appetite,bruising,chest_pain
Bronchial Asthma,pain_in_anal_region,weakness_in_limbs,irritation_in_anus,pain_during_bowel_movements
Migraine,weakness_of_one_body_side,joint_pain,family_history,spotting_urination
Hypertension,swelling_of_stomach,dark_urine,mood_swings,cough
Drug Reaction,loss_of_appetite,lethargy,stomach_pain,chills
Allergy,yellowish_skin,indigestion,cramps,family_history
Common Cold,irritation_in_anus,acidity,neck_pain,chills
Migraine,high_fever,weakness_of_one_body_side,neck_pain,nodal_skin_eruptions
Hyperthyroidism,constipation,watering_from_eyes,shivering,high_fever
Gastroenteritis,neck_pain,blurred_and_distorted_vision,irritation_in_anus,itching
Pneumonia,indigestion,chest_pain,restlessness,cramps
GERD,yellowing_of_eyes,indigestion,dizziness,loss_of_appetite
Varicose veins,pain_in_anal_region,pain_during_bowel_movements,lethargy,weight_loss
AIDS,dizziness,stomach_pain,spotting_urination,high_fever
Jaundice,obesity,shivering,weight_gain,neck_pain
Common Cold,spotting_urination,yellowish_skin,itching,abdominal_pain
Fungal infection,back_pain,indigestion,watering_from_eyes,itching
Alcoholic hepatitis,sweating,nausea,yellowing_of_eyes,bloody_stool
Hepatitis B,chest_pain,restlessness,chills,acidity
Pneumonia,sweating,weakness_in_limbs,spotting_urination,obesity
Pneumonia,back_pain,restlessness,weakness_of_one_body_side,fatigue
Tuberculosis,constipation,nausea,chest_pain,excessive_hunger
